epoch,acc,auc,loss,val_acc,val_auc,val_loss
0,0.49000000953674316,0.49136894941329956,0.08597460389137268,0.5199999809265137,0.5,0.08837398886680603
1,0.4699999988079071,0.5,0.08404210954904556,0.5199999809265137,0.5,0.0883733257651329
2,0.4699999988079071,0.5,0.08404182642698288,0.5199999809265137,0.5,0.08837315440177917
3,0.4699999988079071,0.5,0.08404190093278885,0.5199999809265137,0.5,0.08837339282035828
4,0.4699999988079071,0.5,0.08404230326414108,0.5199999809265137,0.5,0.08837389945983887
